siren,siret,dateCreationEtablissement,trancheEffectifsEtablissement,denominationUniteLegale,nomenclatureActivitePrincipaleUniteLegale,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,enseigne1Etablissement,activitePrincipaleEtablissement,adresse,nom,location,point,latitude,longitude,altitude
404432775,40443277500116,2012-09-11,32,S N V,NAFRev2,75,,RUE,ETIENNE LENOIR,53000,LAVAL,,10.12Z,"S N V, 75  Rue Etienne Lenoir, 53000 Laval",S N V Laval,"75 Rue Etienne Lenoir, 53000 Laval, France","(48.08725800000001, -0.739355, 0.0)",48.08725800000001,-0.739355,0.0
410615900,41061590000041,2013-10-31,32,WILO FRANCE,NAFRev2,80,,BD,DE L INDUSTRIE,53000,LAVAL,,28.13Z,"Wilo France, 80  Bd De L Industrie, 53000 Laval",Wilo Laval,"80 Boulevard de l'Industrie, 53000 Laval, France","(48.0730297, -0.7505763999999999, 0.0)",48.0730297,-0.7505763999999999,0.0
302279229,30227922900025,1900-01-01,32,RAPIDO,NAFRev2,414,,RUE,DES PERROUINS,53100,MAYENNE,,29.10Z,"Rapido, 414  Rue Des Perrouins, 53100 Mayenne",Rapido Mayenne,"414 Rue des Perrouins, 53100 Mayenne, France","(48.309372, -0.643892, 0.0)",48.309372,-0.643892,0.0
407982214,40798221400055,2001-10-22,32,GROUPE SEB MOULINEX G S M,NAFRev2,nan,,RUE,SAINT LEONARD,53100,MAYENNE,,27.51Z,"Groupe Seb Moulinex G S M,  Rue Saint Leonard, 53100 Mayenne",Groupe Seb Moulinex G S M Mayenne,"26 Rue Saint-Léonard, 53100 Mayenne, France","(48.3155266, -0.6111681, 0.0)",48.3155266,-0.6111681,0.0
410352777,41035277700040,2001-04-30,32,GLAXO WELLCOME PRODUCTION,NAFRev2,nan,,RUE,DE LA PEYENNIERE,53100,MAYENNE,,21.20Z,"Glaxo Wellcome Production,  Rue De La Peyenniere, 53100 Mayenne",Glaxo Wellcome Production Mayenne,"660 Rue de la Peyennière, 53100 Mayenne, France","(48.2863195, -0.6139027, 0.0)",48.2863195,-0.6139027,0.0
316085620,31608562000011,1900-01-01,32,FROMAGERIES PERREAULT,NAFRev2,6,,RUE,DE BELLITOURNE,53200,CHATEAU-GONTIER-SUR-MAYENNE,,10.51C,"Fromageries Perreault, 6  Rue De Bellitourne, 53200 Chateau-Gontier-Sur-Mayenne",Fromageries Perreault Chateau-Gontier-Sur-Mayenne,"6 Rue de Bellitourne, 53200 Azé, France","(47.8364665, -0.6919348, 0.0)",47.8364665,-0.6919348,0.0
404432775,40443277500041,1997-02-28,32,S N V,NAFRev2,3,,,ZI BELLITOURNE,53200,CHATEAU-GONTIER-SUR-MAYENNE,,10.12Z,"S N V, 3   Zi Bellitourne, 53200 Chateau-Gontier-Sur-Mayenne",S N V Chateau-Gontier-Sur-Mayenne,"53200 Azé, France","(47.8391656, -0.6852403, 0.0)",47.8391656,-0.6852403,0.0
542035753,54203575300061,1981-02-02,41,LE JOINT FRANCAIS,NAFRev2,1,,RUE,GUTENBERG,53200,CHATEAU-GONTIER-SUR-MAYENNE,,22.19Z,"Le Joint Francais, 1  Rue Gutenberg, 53200 Chateau-Gontier-Sur-Mayenne",Le Joint Francais Chateau-Gontier-Sur-Mayenne,"1 Rue Gutenberg, 53200 Château-Gontier-sur-Mayenne, France","(47.8334994, -0.73058, 0.0)",47.8334994,-0.73058,0.0
399315985,39931598500016,1994-12-09,32,SOCIETE FROMAGERE DE CHARCHIGNE,NAFRev2,nan,,RTE,DE LASSAY LES CHATEAUX,53250,CHARCHIGNE,,10.51C,"Societe Fromagere De Charchigne,  Rte De Lassay Les Chateaux, 53250 Charchigne",Societe Fromagere De Charchigne,"Route de Lassay, 53250 Charchigné, France","(48.4197273, -0.420318, 0.0)",48.4197273,-0.420318,0.0
306617259,30661725900024,1900-01-01,32,HOWMET CIRAL SNC,NAFRev2,nan,,IMP,DE LA PRESAIE,53600,EVRON,,24.53Z,"Howmet Ciral Snc,  Imp De La Presaie, 53600 Evron",Howmet Ciral Snc Evron,"La Presaie, 53600 Évron, France","(48.1604071, -0.407879, 0.0)",48.1604071,-0.407879,0.0
493371595,49337159500049,2007-03-01,41,FROMAGERIES BEL PRODUCTION FRANCE,NAFRev2,6,,BD,BEL,53600,EVRON,,10.51C,"Fromageries Bel Production France, 6  Bd Bel, 53600 Evron",Fromageries Bel Production Evron,"6 Boulevard Bel, 53600 Évron, France","(48.15148370000001, -0.3953635, 0.0)",48.15148370000001,-0.3953635,0.0
508513785,50851378500107,2009-03-01,41,SOCOPA VIANDES,NAFRev2,700,,RTE,DE LA CROUSILLE,53600,EVRON,,10.11Z,"Socopa Viandes, 700  Rte De La Crousille, 53600 Evron",Socopa Viandes Evron,"Rue de la Crousille, 53600 Évron, France","(48.1487667, -0.385847, 0.0)",48.1487667,-0.385847,0.0
412798373,41279837300046,2005-09-01,32,MPO FRANCE,NAFRev2,nan,,BD,DE L'EUROPE,53700,VILLAINES-LA-JUHEL,,18.20Z,"Mpo France,  Bd De L'Europe, 53700 Villaines-La-Juhel",Mpo Villaines-La-Juhel,"6228 Boulevard de l'Europe, 53700 Villaines-la-Juhel, France","(48.3369636, -0.274807, 0.0)",48.3369636,-0.274807,0.0
325893790,32589379000015,1982-10-05,32,SOCIETE ELECTRONIQUE DU HAUT ANJOU,NAFRev2,2,,RUE,DE LA FORGE,53800,RENAZE,,26.12Z,"Societe Electronique Du Haut Anjou, 2  Rue De La Forge, 53800 Renaze",Societe Electronique Du Haut Anjou Renaze,"2 Rue de la Forge, 53800 Renazé, France","(47.7882414, -1.0474017, 0.0)",47.7882414,-1.0474017,0.0
410275192,41027519200012,1996-12-16,32,GRUAU LAVAL,NAFRev2,9,,BD,MARIUS ET RENE GRUAU,53940,SAINT-BERTHEVIN,,29.20Z,"Gruau Laval, 9  Bd Marius Et Rene Gruau, 53940 Saint-Berthevin",Gruau Laval Saint-Berthevin,"9 Bd Marius et Rene Gruau, 53940 Saint-Berthevin, France","(48.070109, -0.808761, 0.0)",48.070109,-0.808761,0.0
556450427,55645042700035,1900-01-01,32,GYS,NAFRev2,1,,RUE,DE LA CROIX DES LANDES,53940,SAINT-BERTHEVIN,,27.90Z,"Gys, 1  Rue De La Croix Des Landes, 53940 Saint-Berthevin",Gys Saint-Berthevin,"1 Rue de la Croix des Landes, 53940 Saint-Berthevin, France","(48.0574913, -0.807688, 0.0)",48.0574913,-0.807688,0.0
428610547,42861054700070,2006-11-01,32,MANN HUMMEL FRANCE,NAFRev2,nan,,BD,DE LA COMMUNICATION LOUVERNE,53950,LOUVERNE,,22.29A,"Mann Hummel France,  Bd De La Communication Louverne, 53950 Louverne",Mann Hummel Louverne,"ZA Autoroutière Boulevard de la Communication 53061, 53950 Laval, France","(48.0998556, -0.7262889, 0.0)",48.0998556,-0.7262889,0.0
433948031,43394803100011,2000-12-21,32,FIVES NORDON,NAFRev2,78,,AV,DU 20EME CORPS,54000,NANCY,,33.20A,"Fives Nordon, 78  Av Du 20Eme Corps, 54000 Nancy",Fives Nordon Nancy,"78 Avenue du XX Corps, 54000 Nancy, France","(48.69647, 6.2009453, 0.0)",48.69647,6.2009453,0.0
414574053,41457405300024,1998-12-30,32,SOLVAY OPERATIONS FRANCE,NAFRev2,nan,,RUE,GABRIEL PERI,54110,DOMBASLE-SUR-MEURTHE,,20.13B,"Solvay Operations France,  Rue Gabriel Peri, 54110 Dombasle-Sur-Meurthe",Solvay Operations Dombasle-Sur-Meurthe,"2 Rue Gabriel Péri, 54110 Dombasle-sur-Meurthe, France","(48.6265864, 6.3387134, 0.0)",48.6265864,6.3387134,0.0
760800060,76080006000013,1900-01-01,41,BACCARAT,NAFRev2,nan,,RUE,DES CRISTALLERIES,54120,BACCARAT,,23.13Z,"Baccarat,  Rue Des Cristalleries, 54120 Baccarat",Baccarat,"Rue des Cristalleries, 54120 Baccarat, France","(48.44738950000001, 6.743133599999999, 0.0)",48.44738950000001,6.743133599999999,0.0
319027421,31902742100019,1980-06-02,32,HYDRO LEDUC,NAFRev2,nan,,ALL,RENE LEDUC,54122,AZERAILLES,,28.12Z,"Hydro Leduc,  All Rene Leduc, 54122 Azerailles",Hydro Leduc Azerailles,"Allée René Leduc, 54122 Azerailles, France","(48.4872016, 6.690684699999999, 0.0)",48.4872016,6.690684699999999,0.0
756802328,75680232800598,1984-01-01,32,SOCIETE DU JOURNAL L'EST REPUBLICAIN,NAFRev2,nan,,RUE,THEOPHRASTE RENAUDOT,54180,HOUDEMONT,,18.11Z,"Societe Du Journal L'Est Republicain,  Rue Theophraste Renaudot, 54180 Houdemont",Societe Du Journal L'Est Republicain Houdemont,"Rue Théophraste Renaudot, 54180 Houdemont, France","(48.6422462, 6.1795158, 0.0)",48.6422462,6.1795158,0.0
352600456,35260045600060,1996-01-01,32,KIMBERLY-CLARK SAS,NAFRev2,nan,,RUE,DE TOUL,54200,VILLEY-SAINT-ETIENNE,,17.12Z,"Kimberly-Clark Sas,  Rue De Toul, 54200 Villey-Saint-Etienne",Kimberly-Clark Sas Villey-Saint-Etienne,"Rue de Toul, 54200 Villey-Saint-Étienne, France","(48.730363, 5.976671899999999, 0.0)",48.730363,5.976671899999999,0.0
389517061,38951706100021,1993-01-01,32,SAM SOCIETE DES ACIERS D'ARMATURE POUR LE BETON,NAFRev2,222,,RUE,VICTOR DE LESPINATS,54230,NEUVES-MAISONS,,24.10Z,"Sam Societe Des Aciers D'Armature Pour Le Beton, 222  Rue Victor De Lespinats, 54230 Neuves-Maisons",Sam Societe Des Aciers D'Armature Pour Le Beton Neuves-Maisons,"1 Rue Victor de Lespinats, 54230 Neuves-Maisons, France","(48.6135736, 6.1088732, 0.0)",48.6135736,6.1088732,0.0
481213692,48121369200074,2006-12-29,32,GE ENERGY POWER CONVERSION FRANCE,NAFRev2,442,,CHE,DE LA ROMPURE,54250,CHAMPIGNEULLES,GE ENERGY POWER CONVERSION FRANCE SAS,27.11Z,"Ge Energy Power Conversion France, 442  Che De La Rompure, 54250 Champigneulles",Ge Energy Power Conversion Champigneulles,"442 Rue de la Rompure, 54250 Champigneulles, France","(48.74478920000001, 6.1611547, 0.0)",48.74478920000001,6.1611547,0.0
411198880,41119888000022,1997-11-01,41,SOFIDEL FRANCE,NAFRev2,nan,,,BAN LA DAME,54390,FROUARD,,17.22Z,"Sofidel France,   Ban La Dame, 54390 Frouard",Sofidel Frouard,"65 Chaussée du Ban-la-Dame, 54390 Frouard, France","(48.7701085, 6.135755, 0.0)",48.7701085,6.135755,0.0
442993283,44299328300039,2003-01-01,32,NOVACARB,NAFRev2,34,,RUE,GILBERT BIZE,54410,LANEUVEVILLE-DEVANT-NANCY,,20.13B,"Novacarb, 34  Rue Gilbert Bize, 54410 Laneuveville-Devant-Nancy",Novacarb Laneuveville-Devant-Nancy,"34 Rue Gilbert Bize, 54410 Laneuveville-devant-Nancy, France","(48.6388648, 6.2650445, 0.0)",48.6388648,6.2650445,0.0
755802105,75580210500246,1900-01-01,32,SAINT GOBAIN PAM,NAFRev2,nan,,AV,DES FONDERIES,54570,FOUG,,24.51Z,"Saint Gobain Pam,  Av Des Fonderies, 54570 Foug",Saint Gobain Pam Foug,"Avenue des Fonderies, 54570 Foug, France","(48.6778312, 5.7966326, 0.0)",48.6778312,5.7966326,0.0
755802105,75580210500014,1900-01-01,41,SAINT GOBAIN PAM,NAFRev2,1,,AV,CAMILLE CAVALLIER,54700,PONT-À-MOUSSON,,24.51Z,"Saint Gobain Pam, 1  Av Camille Cavallier, 54700 Pont-À-Mousson",Saint Gobain Pam Pont-À-Mousson,"21 Avenue Camille Cavallier, 54700 Pont-à-Mousson, France","(48.89460620000001, 6.052832299999999, 0.0)",48.89460620000001,6.052832299999999,0.0
755802105,75580210500998,1999-01-11,32,SAINT GOBAIN PAM,NAFRev2,nan,,AV,VICTOR CLAUDE,54700,BLENOD-LES-PONT-À-MOUSSON,,24.51Z,"Saint Gobain Pam,  Av Victor Claude, 54700 Blenod-Les-Pont-À-Mousson",Saint Gobain Pam Blenod-Les-Pont-À-Mousson,"35 Avenue Victor Claude, 54700 Blénod-lès-Pont-à-Mousson, France","(48.8858006, 6.0534924, 0.0)",48.8858006,6.0534924,0.0
479680043,47968004300037,2005-01-26,32,GLANZSTOFF LONGLAVILLE,NAFRev2,9087,,RUE,ERNEST HEMINGWAY,54810,LONGLAVILLE,,20.60Z,"Glanzstoff Longlaville, 9087  Rue Ernest Hemingway, 54810 Longlaville",Glanzstoff Longlaville,"Pôle Européen de Développement, 9087 Rue Ernest Hemingway, 54810 Longlaville, France","(49.5392707, 5.8046598, 0.0)",49.5392707,5.8046598,0.0
352715197,35271519700054,1993-06-23,32,EUROSTAMP,NAFRev2,1,,AV,JEAN MONNET,54920,VILLERS-LA-MONTAGNE,,25.50B,"Eurostamp, 1  Av Jean Monnet, 54920 Villers-La-Montagne",Eurostamp Villers-La-Montagne,"1 avenue jean monnet, 54920 Villers-la-Montagne, France","(49.463829, 5.85537, 0.0)",49.463829,5.85537,0.0
319851408,31985140800017,1980-07-01,51,SOCIETE VEHICULES AUTOMOBILES BATILLY,NAFRev2,nan,,,ZONE INDUSTRIELLE,54980,BATILLY,,29.10Z,"Societe Vehicules Automobiles Batilly,   Zone Industrielle, 54980 Batilly",Societe Vehicules Automobiles Batilly,"Zone Industrielle, 54980 Batilly, France","(49.1728011, 5.9731172, 0.0)",49.1728011,5.9731172,0.0
790289169,79028916900035,2014-06-30,32,ALBANY SAFRAN COMPOSITES,NAFRev2,6,,,LE SEUGNON,55200,COMMERCY,,13.96Z,"Albany Safran Composites, 6   Le Seugnon, 55200 Commercy",Albany Safran Composites Commercy,"1 Rue de L'innovation, 55200 Commercy, France","(48.7487297, 5.6017832, 0.0)",48.7487297,5.6017832,0.0
485920227,48592022700033,1980-01-01,32,FROMAGERIES HENRI HUTIN,NAFRev2,nan,,,,55320,DIEUE-SUR-MEUSE,,10.51C,"Fromageries Henri Hutin,   , 55320 Dieue-Sur-Meuse",Fromageries Henri Hutin Dieue-Sur-Meuse,"Rue du Rattentout, 55320 Dieue-sur-Meuse, France","(49.06238399999999, 5.4322018, 0.0)",49.06238399999999,5.4322018,0.0
662018068,66201806800046,1995-11-30,32,EVOBUS FRANCE,NAFRev2,nan,,CHE,DU STADE,55500,LIGNY-EN-BARROIS,AUTOCARS SETRA MERCEDES BENZ AUTOBUS,29.10Z,"Evobus France,  Che Du Stade, 55500 Ligny-En-Barrois",Evobus Ligny-En-Barrois,"Chemin du Stade, 55500 Ligny-en-Barrois, France","(48.676367, 5.327669999999999, 0.0)",48.676367,5.327669999999999,0.0
485720627,48572062700077,1992-07-29,32,ARCELORMITTAL CONSTRUCTION FRANCE,NAFRev2,nan,,,ZI SITE 1,55800,CONTRISSON,DIVISION GALVANEUSE,24.33Z,"Arcelormittal Construction France,   Zi Site 1, 55800 Contrisson",Arcelormittal Construction Contrisson,"Morinval, 55800 Contrisson, France","(48.8079093, 4.964182, 0.0)",48.8079093,4.964182,0.0
855200507,85520050700637,1900-01-01,32,MANUF FRANC PNEUMATIQ MICHELIN,NAFRev2,nan,,AV,EDOUARD MICHELIN,56000,VANNES,,25.93Z,"Manuf Franc Pneumatiq Michelin,  Av Edouard Michelin, 56000 Vannes",Manuf Franc Pneumatiq Michelin Vannes,"13 Avenue Edouard Michelin, 56000 Vannes, France","(47.65938389999999, -2.7149594, 0.0)",47.65938389999999,-2.7149594,0.0
441133808,44113380800044,2003-06-01,42,NAVAL GROUP,NAFRev2,nan,,AV,CHOISEUL,56100,LORIENT,,30.11Z,"Naval Group,  Av Choiseul, 56100 Lorient",Naval Group Lorient,"Avenue Choiseul, 56100 Lorient, France","(47.75062399999999, -3.3548017, 0.0)",47.75062399999999,-3.3548017,0.0
312097934,31209793400029,1978-05-01,32,ARDO,NAFRev2,nan,,,GUERNEACH,56110,GOURIN,,10.39A,"Ardo,   Guerneach, 56110 Gourin",Ardo Gourin,"Rue de Carhaix, 56110 Gourin, France","(48.16152049999999, -3.5843586, 0.0)",48.16152049999999,-3.5843586,0.0
382279974,38227997400028,2014-10-15,41,JOSSELIN PORC ABATTAGE,NAFRev2,nan,,,LA BELLE ALOUETTE,56120,JOSSELIN,,10.11Z,"Josselin Porc Abattage,   La Belle Alouette, 56120 Josselin",Josselin Porc Abattage,"Z I la Belle Alouette, 56120 Josselin, France","(47.9532123, -2.534534, 0.0)",47.9532123,-2.534534,0.0
333953842,33395384200015,1985-11-08,32,PROCANAR,NAFRev2,nan,,,LA HAYE,56190,LAUZACH,,10.12Z,"Procanar,   La Haye, 56190 Lauzach",Procanar Lauzach,"La Haie, 56190 Lauzach, France","(47.6078173, -2.5516196, 0.0)",47.6078173,-2.5516196,0.0
808528731,80852873100025,2015-06-10,32,GROUPE ROCHER OPERATIONS,NAFRev2,nan,,,LA CROIX DES ARCHERS,56200,LA GACILLY,,20.42Z,"Groupe Rocher Operations,   La Croix Des Archers, 56200 La Gacilly",Groupe Rocher Operations La Gacilly,"La Croix des Archers, 56200 La Gacilly, France","(47.7732547, -2.1337896, 0.0)",47.7732547,-2.1337896,0.0
808528731,80852873100058,2015-10-01,32,GROUPE ROCHER OPERATIONS,NAFRev2,nan,,,LES VILLES JEFFS,56200,LA GACILLY,,20.42Z,"Groupe Rocher Operations,   Les Villes Jeffs, 56200 La Gacilly",Groupe Rocher Operations La Gacilly,"Moulin de la Gacilly, Le bout du pont, 56200 La Gacilly, France","(47.761725, -2.127764, 0.0)",47.761725,-2.127764,0.0
876580077,87658007700017,1965-01-01,32,LABORATOIRES DE BIOLOGIE VEGETALE YVES ROCHER,NAFRev2,nan,,,LA CROIX DES ARCHERS,56200,LA GACILLY,YVES ROCHER,20.42Z,"Laboratoires De Biologie Vegetale Yves Rocher,   La Croix Des Archers, 56200 La Gacilly",Laboratoires De Biologie Vegetale Yves Rocher La Gacilly,"La Croix des Archers, 56200 La Gacilly, France","(47.7732547, -2.1337896, 0.0)",47.7732547,-2.1337896,0.0
305375651,30537565100026,1981-08-31,32,GALLIANCE ELABORES,NAFRev2,nan,,,BEL AIR,56250,LA VRAIE-CROIX,,10.85Z,"Galliance Elabores,   Bel Air, 56250 La Vraie-Croix",Galliance Elabores La Vraie-Croix,"Zone Industrielle Bel-Air, 56250 La Vraie-Croix, France","(47.698624, -2.547622, 0.0)",47.698624,-2.547622,0.0
560500498,56050049800095,2000-08-01,32,SPECIALITES PET FOOD,NAFRev2,nan,,,ZA DU GOHELIS,56250,ELVEN,,10.92Z,"Specialites Pet Food,   Za Du Gohelis, 56250 Elven",Specialites Pet Food Elven,"ZA du gohelis, 56250 Elven, France","(47.7171561, -2.5804219, 0.0)",47.7171561,-2.5804219,0.0
636320038,63632003800038,1988-06-30,32,NEOVIA,NAFRev2,nan,,,TALHOUET,56250,SAINT-NOLFF,,10.91Z,"Neovia,   Talhouet, 56250 Saint-Nolff",Neovia Saint-Nolff,"Route de Talhouët, 56250 Saint-Nolff, France","(47.6996197, -2.6646497, 0.0)",47.6996197,-2.6646497,0.0
859500290,85950029000019,1959-01-01,32,CONSERVERIE MORBIHANNAISE DUMENIL ET CIE,NAFRev2,nan,,,MOULIN DE LA COUTUME,56320,LANVENEGEN,,10.39A,"Conserverie Morbihannaise Dumenil Et Cie,   Moulin De La Coutume, 56320 Lanvenegen",Conserverie Morbihannaise Dumenil Et Cie Lanvenegen,"8 Loge Coucou, 56320 Lanvénégen, France","(48.0041085, -3.492552, 0.0)",48.0041085,-3.492552,0.0
777346412,77734641200052,1988-09-01,41,HILL-ROM SAS,NAFRev2,nan,,,ZI DE TALHOUET,56330,PLUVIGNER,,32.50A,"Hill-Rom Sas,   Zi De Talhouet, 56330 Pluvigner",Hill-Rom Sas Pluvigner,"Z.A. de Talhouët, 56330 Pluvigner, France","(47.7575683, -3.023099, 0.0)",47.7575683,-3.023099,0.0
808528731,80852873100066,2015-10-01,32,GROUPE ROCHER OPERATIONS,NAFRev2,nan,,LD,LE VAL DE LA LANDE,56350,RIEUX,,20.42Z,"Groupe Rocher Operations,  Ld Le Val De La Lande, 56350 Rieux",Groupe Rocher Operations Rieux,"976 Chemin du val de la Lande, 56350 Rieux, France","(47.6085804, -2.1238044, 0.0)",47.6085804,-2.1238044,0.0
415183896,41518389600018,1998-01-02,41,MIX'BUFFET,NAFRev2,nan,,,ZA DU VAL CORIC,56380,GUER,,10.39A,"Mix'Buffet,   Za Du Val Coric, 56380 Guer",Mix'Buffet Guer,"Zone Industrielle, Route du Val Coric, 56380 Guer, France","(47.9324564, -2.1198966, 0.0)",47.9324564,-2.1198966,0.0
422613513,42261351300023,2002-03-15,32,FENETREA,NAFRev2,nan,,,ZI DU CHENOT,56380,BEIGNON,,22.23Z,"Fenetrea,   Zi Du Chenot, 56380 Beignon",Fenetrea Beignon,"Parc d'activité du Chênot, 56380 Beignon, France","(47.9746846, -2.1731646, 0.0)",47.9746846,-2.1731646,0.0
504001504,50400150400027,2008-06-01,32,GALLIANCE LANGUIDIC,NAFRev2,165,,,MOULIN DE BAUDRY,56440,LANGUIDIC,GALLIANCE.,10.12Z,"Galliance Languidic, 165   Moulin De Baudry, 56440 Languidic",Galliance Languidic,"Moulin de Baudry, 56440 Languidic, France","(47.8684251, -3.0774919, 0.0)",47.8684251,-3.0774919,0.0
387965395,38796539500016,1992-07-06,32,LES DELICES DE ST LEONARD SNC,NAFRev2,nan,,,ZA SAINT LEONARD NORD,56450,THEIX-NOYALO,,10.85Z,"Les Delices De St Leonard Snc,   Za Saint Leonard Nord, 56450 Theix-Noyalo",Les Delices De St Leonard Snc Theix-Noyalo,"10 Rue Denis Papin, 56450 Theix-Noyalo, France","(47.65110199999999, -2.6991126, 0.0)",47.65110199999999,-2.6991126,0.0
321616914,32161691400016,1981-05-01,41,RONSARD,NAFRev2,18,,RUE,DE L INDUSTRIE,56500,BIGNAN,,10.12Z,"Ronsard, 18  Rue De L Industrie, 56500 Bignan",Ronsard Bignan,"18 Rue de l'Industrie, 56500 Bignan, France","(47.8790987, -2.7807881, 0.0)",47.8790987,-2.7807881,0.0
808242663,80824266300017,2014-12-05,32,UNION FERMIERE MORBIHANNAISE SAS,NAFRev2,nan,,,LE BELVAUX,56500,LOCMINE,,10.39A,"Union Fermiere Morbihannaise Sas,   Le Belvaux, 56500 Locmine",Union Fermiere Morbihannaise Sas Locmine,"Rue de la Bouillerie, 56500 Locminé, France","(47.8796934, -2.8325761, 0.0)",47.8796934,-2.8325761,0.0
869500223,86950022300019,1969-01-01,32,SOCIETE BERNARD,NAFRev2,nan,,,KERBETHUNE,56500,MOREAC,,10.11Z,"Societe Bernard,   Kerbethune, 56500 Moreac",Societe Bernard Moreac,"Kerbéthune, 56500 Moréac, France","(47.8967619, -2.8214128, 0.0)",47.8967619,-2.8214128,0.0
433138302,43313830200016,2000-10-16,32,LES VOLAILLES DE KERANNA,NAFRev2,nan,,,KERANNA,56560,GUISCRIFF,,10.12Z,"Les Volailles De Keranna,   Keranna, 56560 Guiscriff",Les Volailles De Keranna Guiscriff,"Ker Anna, 56560 Guiscriff, France","(48.05559479999999, -3.666601199999999, 0.0)",48.05559479999999,-3.666601199999999,0.0
344603006,34460300600083,2012-07-01,32,CAPITAINE HOUAT,NAFRev2,315,,RUE,GERMAINE TILLION,56600,LANESTER,,10.20Z,"Capitaine Houat, 315  Rue Germaine Tillion, 56600 Lanester",Capitaine Houat Lanester,"315 Rue Germaine Tillon, 56600 Lanester, France","(47.7534567, -3.3262243, 0.0)",47.7534567,-3.3262243,0.0
950608406,95060840600019,1989-10-05,41,CENTRE ELABORATION DES VIANDES,NAFRev2,nan,,,ZI DE SAINT JEAN,56660,SAINT-JEAN-BREVELAY,,10.12Z,"Centre Elaboration Des Viandes,   Zi De Saint Jean, 56660 Saint-Jean-Brevelay",Centre Elaboration Des Viandes Saint-Jean-Brevelay,"Le Lay, 56660 Saint-Jean-Brévelay, France","(47.8540253, -2.7278593, 0.0)",47.8540253,-2.7278593,0.0
310949623,31094962300014,1999-03-22,32,ALBEA COSMETICS FRANCE,NAFRev2,nan,,,ZA DU BISCONTE,56680,PLOUHINEC,,22.22Z,"Albea Cosmetics France,   Za Du Bisconte, 56680 Plouhinec",Albea Cosmetics Plouhinec,"ZI du, Le Bisconte, 56680 Plouhinec, France","(47.6881294, -3.2228393, 0.0)",47.6881294,-3.2228393,0.0
353786841,35378684100042,1996-01-15,41,CITE MARINE,NAFRev2,nan,,CAR,C I DU PORZO,56700,KERVIGNAC,,10.85Z,"Cite Marine,  Car C I Du Porzo, 56700 Kervignac",Cite Marine Kervignac,"ZI du Porzo, 56700 Kervignac, France","(47.7888289, -3.2395399, 0.0)",47.7888289,-3.2395399,0.0
402011175,40201117500021,1996-06-07,32,CAPSUGEL PLOERMEL,NAFRev2,nan,,,ZI DE CAMAGNON,56800,PLOERMEL,,32.99Z,"Capsugel Ploermel,   Zi De Camagnon, 56800 Ploermel",Capsugel Ploermel,"ZI de Camagnon, 56800 Ploërmel, France","(47.91745969999999, -2.385561, 0.0)",47.91745969999999,-2.385561,0.0
420800492,42080049200027,1999-12-31,32,PEP,NAFRev2,nan,,,ZI DE CAMAGNON,56800,PLOERMEL,,10.89Z,"Pep,   Zi De Camagnon, 56800 Ploermel",Pep Ploermel,"ZI de Camagnon, 56800 Ploërmel, France","(47.9166771, -2.3802493, 0.0)",47.9166771,-2.3802493,0.0
515275048,51527504800012,2009-10-01,32,FONDERIE DE BRETAGNE,NAFRev2,nan,,,ZI DE KERPONT,56850,CAUDAN,,24.51Z,"Fonderie De Bretagne,   Zi De Kerpont, 56850 Caudan",Fonderie De Bretagne Caudan,"1075 Rue Daniel Trudaine, 56850 Caudan, France","(47.7808568, -3.3256968, 0.0)",47.7808568,-3.3256968,0.0
318198777,31819877700027,1900-01-01,32,LINPAC PACKAGING PONTIVY,NAFRev2,nan,,,PARC ACTIVITE KERGUILLOTEN,56920,NOYAL-PONTIVY,,22.21Z,"Linpac Packaging Pontivy,   Parc Activite Kerguilloten, 56920 Noyal-Pontivy",Linpac Packaging Pontivy Noyal-Pontivy,"Parc d'Activités de, ZI de Kerguilloten, 56920 Noyal-Pontivy, France","(48.0623747, -2.8670071, 0.0)",48.0623747,-2.8670071,0.0
319331849,31933184900012,1980-07-07,41,LES ATELIERS DU GOUT,NAFRev2,nan,,,ZI DE KERGUILLOTEN,56920,NOYAL-PONTIVY,,10.85Z,"Les Ateliers Du Gout,   Zi De Kerguilloten, 56920 Noyal-Pontivy",Les Ateliers Du Gout Noyal-Pontivy,"Parc d'Activité de Kerguilloten, Rue du Cheval d'Orgueil, 56920 Noyal-Pontivy, France","(48.0609406, -2.8647435, 0.0)",48.0609406,-2.8647435,0.0
340137736,34013773600021,1989-09-15,32,ATLANTEM INDUSTRIES,NAFRev2,nan,,,PARC D ACTIVITES LA NIEL,56920,NOYAL-PONTIVY,,22.23Z,"Atlantem Industries,   Parc D Activites La Niel, 56920 Noyal-Pontivy",Atlantem Industries Noyal-Pontivy,"Route de Kerguimarec, 56920 Noyal-Pontivy, France","(48.0650291, -2.9367043, 0.0)",48.0650291,-2.9367043,0.0
397729591,39772959100016,1994-07-13,32,ALTHO,NAFRev2,nan,,RTE,DE ST CARADEC,56920,SAINT-GERAND,,10.31Z,"Altho,  Rte De St Caradec, 56920 Saint-Gerand",Altho Saint-Gerand,"PA du, Pont de Saint-Caradec, 56920 Saint-Gérand, France","(48.1041764, -2.9198008, 0.0)",48.1041764,-2.9198008,0.0
